Surrogate Keys,Cost (Dollars),Month,Year,Quantity (g),Grams,Calories,Protein,Fat,Fiber,Sat.Fat,Carbs,Multiplier,Inflation,Population,GDP (Millions),Almonds,Avocado,Bacon,Butter,Olive oil,Peanut butter,Peanuts,Salmon,Sunflower seeds,Sweet potatoes,Condiments,Dairy,Fruits,Meat,Snacks,Vegetables,Alberta,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan,cold continental,continental,eastern-maritime,humid continental,prairie-steppe,semi-continental,western maritime,isoutlier
5461,13.15,5,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.2,826622,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5463,11.36,5,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.2,15457075,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5468,12.62,6,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.1,39739633,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5472,13.06,6,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.1,826622,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5474,12.16,6,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.1,15457075,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5479,12.25,7,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.8,40097761,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5483,12.42,7,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.8,834691,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5485,11.45,7,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.8,15608369,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5490,12.89,8,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.8,40097761,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5494,15.01,8,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.8,834691,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5496,12.31,8,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.8,15608369,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5501,11.56,9,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.4,40097761,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5505,13.85,9,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.4,834691,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5507,11.0,9,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.4,15608369,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5512,12.81,10,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.2,40528396,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5516,15.11,10,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.2,842725,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5518,11.8,10,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,4.2,15801768,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5523,14.01,11,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,3.9,40528396,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5527,15.46,11,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,3.9,842725,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5529,13.13,11,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,3.9,15801768,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5534,14.33,12,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,3.9,40528396,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5538,15.29,12,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,3.9,842725,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5540,13.45,12,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,3.9,15801768,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5545,3.88,1,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.2,36313068,6175637.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5547,3.46,1,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.2,147811,19603.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
5556,4.37,2,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.2,36313068,6175637.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5558,4.52,2,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.2,147811,19603.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
5567,3.97,3,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.1,36313068,6175637.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5569,3.86,3,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.1,147811,19603.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
5578,4.04,4,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.1,36397141,6175637.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5580,3.78,4,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.1,148354,19603.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
5589,4.2,5,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.0,36397141,6175637.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5591,3.95,5,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.0,148354,19603.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
5600,3.67,6,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.1,36397141,6175637.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5602,3.49,6,2017,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.1,148354,19603.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
6337,5.36,1,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,6.1,39498018,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6341,5.53,1,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,6.1,820943,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6343,5.54,1,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,6.1,15378179,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6348,5.76,2,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,6.0,39498018,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6352,5.86,2,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,6.0,820943,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6354,5.74,2,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,6.0,15378179,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6359,6.22,3,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.7,39498018,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6363,6.59,3,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.7,820943,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6365,6.27,3,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.7,15378179,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6370,6.11,4,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.6,39739633,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6374,6.4,4,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.6,826622,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6376,6.08,4,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.6,15457075,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6381,6.16,5,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.2,39739633,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6385,6.28,5,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.2,826622,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6387,6.17,5,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.2,15457075,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6392,6.43,6,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.1,39739633,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6396,6.75,6,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.1,826622,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6398,6.48,6,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,5.1,15457075,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6403,6.19,7,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.8,40097761,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6407,6.37,7,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.8,834691,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6409,6.18,7,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.8,15608369,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6414,6.09,8,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.8,40097761,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6418,6.39,8,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.8,834691,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6420,6.0,8,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.8,15608369,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6425,6.23,9,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.4,40097761,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6429,6.34,9,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.4,834691,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6431,6.17,9,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.4,15608369,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6436,6.21,10,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.2,40528396,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6440,6.29,10,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.2,842725,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6442,6.23,10,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.2,15801768,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6447,6.27,11,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.9,40528396,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6451,6.48,11,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.9,842725,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6453,6.25,11,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.9,15801768,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6458,6.33,12,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.9,40528396,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6462,6.48,12,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.9,842725,8457425.641999999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
6464,6.21,12,2023,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.9,15801768,1631204.1109999998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
6469,3.74,1,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.2,36313068,6175637.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6471,4.53,1,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.2,147811,19603.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
6480,4.45,2,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.2,36313068,6175637.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6482,5.03,2,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.2,147811,19603.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
6491,4.57,3,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.1,36313068,6175637.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6493,5.65,3,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.1,147811,19603.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
6502,4.42,4,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.1,36397141,6175637.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6504,4.58,4,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.1,148354,19603.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
6513,4.32,5,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.0,36397141,6175637.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6515,4.96,5,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.0,148354,19603.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
6524,4.07,6,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.1,36397141,6175637.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
6526,5.95,6,2017,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,1.1,148354,19603.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
7261,5.12,1,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,6.1,39498018,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
7265,5.65,1,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,6.1,820943,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
7267,4.97,1,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,6.1,15378179,1631204.1109999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
7272,5.11,2,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,6.0,39498018,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
7276,5.82,2,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,6.0,820943,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
7278,4.93,2,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,6.0,15378179,1631204.1109999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
7283,4.61,3,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,5.7,39498018,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
7287,5.57,3,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,5.7,820943,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
7289,4.22,3,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,5.7,15378179,1631204.1109999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
7294,4.97,4,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,5.6,39739633,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
7298,5.51,4,2023,200.0,200.0,1214.2857142857142,37.142857142857146,108.57142857142856,1.8,80.0,37.142857142857146,2.857142857142857,5.6,826622,8457425.641999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
