,Surrogate Keys,Product Name,Product Category,Province/Territory,Cost (Dollars),Month,Year,Quantity (g),Grams,Calories,Protein,Fat,Fiber,Sat.Fat,Carbs,Multiplier,Inflation,Population,GDP (Millions),Climate
6065,6066,Peanut butter,Condiments,New Brunswick,4.94,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,783814,108187.0,semi-continental
6066,6067,Peanut butter,Condiments,Quebec,4.58,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,8551865,1317417.0,semi-continental
6067,6068,Peanut butter,Condiments,Ontario,4.54,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,14757582,2554879.0,semi-continental
6068,6069,Peanut butter,Condiments,Manitoba,4.67,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,1381809,212321.0,cold continental
6069,6070,Peanut butter,Condiments,Saskatchewan,4.7,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,1165963,227117.0,humid continental
6070,6071,Peanut butter,Condiments,Alberta,4.87,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,4412013,893021.0,prairie-steppe
6071,6072,Peanut butter,Condiments,British Columbia,4.98,12,2020,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,5173896,898645.0,western maritime
6072,6073,Peanut butter,Condiments,Canada,4.69,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,38058291,7325247.0,continental
6073,6074,Peanut butter,Condiments,Newfoundland and Labrador,4.53,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,525895,111170.0,humid continental
6074,6075,Peanut butter,Condiments,Prince Edward Island,4.48,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,159240,24992.0,humid continental
6075,6076,Peanut butter,Condiments,Nova Scotia,4.47,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,990025,147051.0,eastern-maritime
6076,6077,Peanut butter,Condiments,New Brunswick,4.63,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,784950,119384.0,semi-continental
6077,6078,Peanut butter,Condiments,Quebec,4.89,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,8550561,1459145.0,semi-continental
6078,6079,Peanut butter,Condiments,Ontario,4.52,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,14772726,2789165.0,semi-continental
6079,6080,Peanut butter,Condiments,Manitoba,4.54,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,1383854,230683.0,cold continental
6080,6081,Peanut butter,Condiments,Saskatchewan,4.54,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,1166348,257981.0,humid continental
6081,6082,Peanut butter,Condiments,Alberta,4.75,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,4418338,1110447.0,prairie-steppe
6082,6083,Peanut butter,Condiments,British Columbia,5.06,1,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,5180015,1034003.0,western maritime
6083,6084,Peanut butter,Condiments,Canada,5.04,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,38058291,7325247.0,continental
6084,6085,Peanut butter,Condiments,Newfoundland and Labrador,5.27,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,525895,111170.0,humid continental
6085,6086,Peanut butter,Condiments,Prince Edward Island,5.12,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,159240,24992.0,humid continental
6086,6087,Peanut butter,Condiments,Nova Scotia,5.15,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,990025,147051.0,eastern-maritime
6087,6088,Peanut butter,Condiments,New Brunswick,5.29,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,784950,119384.0,semi-continental
6088,6089,Peanut butter,Condiments,Quebec,5.21,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,8550561,1459145.0,semi-continental
6089,6090,Peanut butter,Condiments,Ontario,4.83,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,14772726,2789165.0,semi-continental
6090,6091,Peanut butter,Condiments,Manitoba,4.88,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,1383854,230683.0,cold continental
6091,6092,Peanut butter,Condiments,Saskatchewan,4.83,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,1166348,257981.0,humid continental
6092,6093,Peanut butter,Condiments,Alberta,5.09,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,4418338,1110447.0,prairie-steppe
6093,6094,Peanut butter,Condiments,British Columbia,5.28,2,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,1.6,5180015,1034003.0,western maritime
6094,6095,Peanut butter,Condiments,Canada,5.12,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,38058291,7325247.0,continental
6095,6096,Peanut butter,Condiments,Newfoundland and Labrador,5.01,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,525895,111170.0,humid continental
6096,6097,Peanut butter,Condiments,Prince Edward Island,5.04,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,159240,24992.0,humid continental
6097,6098,Peanut butter,Condiments,Nova Scotia,5.07,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,990025,147051.0,eastern-maritime
6098,6099,Peanut butter,Condiments,New Brunswick,5.28,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,784950,119384.0,semi-continental
6099,6100,Peanut butter,Condiments,Quebec,5.08,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,8550561,1459145.0,semi-continental
6100,6101,Peanut butter,Condiments,Ontario,5.02,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,14772726,2789165.0,semi-continental
6101,6102,Peanut butter,Condiments,Manitoba,4.81,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,1383854,230683.0,cold continental
6102,6103,Peanut butter,Condiments,Saskatchewan,5.12,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,1166348,257981.0,humid continental
6103,6104,Peanut butter,Condiments,Alberta,5.26,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,4418338,1110447.0,prairie-steppe
6104,6105,Peanut butter,Condiments,British Columbia,5.56,3,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.0,5180015,1034003.0,western maritime
6105,6106,Peanut butter,Condiments,Canada,4.87,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,38140918,7325247.0,continental
6106,6107,Peanut butter,Condiments,Newfoundland and Labrador,4.87,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,526195,111170.0,humid continental
6107,6108,Peanut butter,Condiments,Prince Edward Island,4.92,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,160334,24992.0,humid continental
6108,6109,Peanut butter,Condiments,Nova Scotia,4.94,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,993946,147051.0,eastern-maritime
6109,6110,Peanut butter,Condiments,New Brunswick,5.02,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,787002,119384.0,semi-continental
6110,6111,Peanut butter,Condiments,Quebec,4.95,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,8556015,1459145.0,semi-continental
6111,6112,Peanut butter,Condiments,Ontario,4.72,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,14808093,2789165.0,semi-continental
6112,6113,Peanut butter,Condiments,Manitoba,4.62,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,1388611,230683.0,cold continental
6113,6114,Peanut butter,Condiments,Saskatchewan,4.77,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,1167711,257981.0,humid continental
6114,6115,Peanut butter,Condiments,Alberta,5.03,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,4425617,1110447.0,prairie-steppe
6115,6116,Peanut butter,Condiments,British Columbia,5.18,4,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.1,5200393,1034003.0,western maritime
6116,6117,Peanut butter,Condiments,Canada,4.81,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,38140918,7325247.0,continental
6117,6118,Peanut butter,Condiments,Newfoundland and Labrador,4.65,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,526195,111170.0,humid continental
6118,6119,Peanut butter,Condiments,Prince Edward Island,4.64,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,160334,24992.0,humid continental
6119,6120,Peanut butter,Condiments,Nova Scotia,4.73,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,993946,147051.0,eastern-maritime
6120,6121,Peanut butter,Condiments,New Brunswick,4.75,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,787002,119384.0,semi-continental
6121,6122,Peanut butter,Condiments,Quebec,4.68,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,8556015,1459145.0,semi-continental
6122,6123,Peanut butter,Condiments,Ontario,4.9,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,14808093,2789165.0,semi-continental
6123,6124,Peanut butter,Condiments,Manitoba,4.59,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,1388611,230683.0,cold continental
6124,6125,Peanut butter,Condiments,Saskatchewan,4.64,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,1167711,257981.0,humid continental
6125,6126,Peanut butter,Condiments,Alberta,4.86,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,4425617,1110447.0,prairie-steppe
6126,6127,Peanut butter,Condiments,British Columbia,5.14,5,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,5200393,1034003.0,western maritime
6127,6128,Peanut butter,Condiments,Canada,4.76,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,38140918,7325247.0,continental
6128,6129,Peanut butter,Condiments,Newfoundland and Labrador,4.49,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,526195,111170.0,humid continental
6129,6130,Peanut butter,Condiments,Prince Edward Island,4.44,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,160334,24992.0,humid continental
6130,6131,Peanut butter,Condiments,Nova Scotia,4.49,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,993946,147051.0,eastern-maritime
6131,6132,Peanut butter,Condiments,New Brunswick,4.55,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,787002,119384.0,semi-continental
6132,6133,Peanut butter,Condiments,Quebec,4.67,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,8556015,1459145.0,semi-continental
6133,6134,Peanut butter,Condiments,Ontario,4.74,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,14808093,2789165.0,semi-continental
6134,6135,Peanut butter,Condiments,Manitoba,4.81,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,1388611,230683.0,cold continental
6135,6136,Peanut butter,Condiments,Saskatchewan,4.74,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,1167711,257981.0,humid continental
6136,6137,Peanut butter,Condiments,Alberta,4.95,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,4425617,1110447.0,prairie-steppe
6137,6138,Peanut butter,Condiments,British Columbia,5.28,6,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.5,5200393,1034003.0,western maritime
6138,6139,Peanut butter,Condiments,Canada,4.73,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,38239864,7325247.0,continental
6139,6140,Peanut butter,Condiments,Newfoundland and Labrador,4.59,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,527056,111170.0,humid continental
6140,6141,Peanut butter,Condiments,Prince Edward Island,4.61,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,162133,24992.0,humid continental
6141,6142,Peanut butter,Condiments,Nova Scotia,4.69,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,999908,147051.0,eastern-maritime
6142,6143,Peanut butter,Condiments,New Brunswick,4.66,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,790802,119384.0,semi-continental
6143,6144,Peanut butter,Condiments,Quebec,4.59,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,8572020,1459145.0,semi-continental
6144,6145,Peanut butter,Condiments,Ontario,4.67,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,14842488,2789165.0,semi-continental
6145,6146,Peanut butter,Condiments,Manitoba,4.82,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,1391924,230683.0,cold continental
6146,6147,Peanut butter,Condiments,Saskatchewan,4.78,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,1167711,257981.0,humid continental
6147,6148,Peanut butter,Condiments,Alberta,5.05,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,4431531,1110447.0,prairie-steppe
6148,6149,Peanut butter,Condiments,British Columbia,5.17,7,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.7,5226665,1034003.0,western maritime
6149,6150,Peanut butter,Condiments,Canada,4.63,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,38239864,7325247.0,continental
6150,6151,Peanut butter,Condiments,Newfoundland and Labrador,4.62,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,527056,111170.0,humid continental
6151,6152,Peanut butter,Condiments,Prince Edward Island,4.55,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,162133,24992.0,humid continental
6152,6153,Peanut butter,Condiments,Nova Scotia,4.55,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,999908,147051.0,eastern-maritime
6153,6154,Peanut butter,Condiments,New Brunswick,4.58,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,790802,119384.0,semi-continental
6154,6155,Peanut butter,Condiments,Quebec,4.45,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,8572020,1459145.0,semi-continental
6155,6156,Peanut butter,Condiments,Ontario,4.74,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,14842488,2789165.0,semi-continental
6156,6157,Peanut butter,Condiments,Manitoba,4.48,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,1391924,230683.0,cold continental
6157,6158,Peanut butter,Condiments,Saskatchewan,4.23,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,1167711,257981.0,humid continental
6158,6159,Peanut butter,Condiments,Alberta,4.69,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,4431531,1110447.0,prairie-steppe
6159,6160,Peanut butter,Condiments,British Columbia,4.99,8,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,2.9,5226665,1034003.0,western maritime
6160,6161,Peanut butter,Condiments,Canada,4.87,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,38239864,7325247.0,continental
6161,6162,Peanut butter,Condiments,Newfoundland and Labrador,5.06,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,527056,111170.0,humid continental
6162,6163,Peanut butter,Condiments,Prince Edward Island,4.99,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,162133,24992.0,humid continental
6163,6164,Peanut butter,Condiments,Nova Scotia,5.11,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,999908,147051.0,eastern-maritime
6164,6165,Peanut butter,Condiments,New Brunswick,5.1,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,790802,119384.0,semi-continental
6165,6166,Peanut butter,Condiments,Quebec,4.61,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,8572020,1459145.0,semi-continental
6166,6167,Peanut butter,Condiments,Ontario,4.86,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,14842488,2789165.0,semi-continental
6167,6168,Peanut butter,Condiments,Manitoba,4.86,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,1391924,230683.0,cold continental
6168,6169,Peanut butter,Condiments,Saskatchewan,4.89,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,1167711,257981.0,humid continental
6169,6170,Peanut butter,Condiments,Alberta,5.1,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,4431531,1110447.0,prairie-steppe
6170,6171,Peanut butter,Condiments,British Columbia,5.31,9,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,5226665,1034003.0,western maritime
6171,6172,Peanut butter,Condiments,Canada,4.91,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,38451454,7325247.0,continental
6172,6173,Peanut butter,Condiments,Newfoundland and Labrador,5.24,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,528335,111170.0,humid continental
6173,6174,Peanut butter,Condiments,Prince Edward Island,5.23,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,163775,24992.0,humid continental
6174,6175,Peanut butter,Condiments,Nova Scotia,5.24,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,1006805,147051.0,eastern-maritime
6175,6176,Peanut butter,Condiments,New Brunswick,5.3,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,795755,119384.0,semi-continental
6176,6177,Peanut butter,Condiments,Quebec,4.92,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,8603553,1459145.0,semi-continental
6177,6178,Peanut butter,Condiments,Ontario,4.73,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,14942272,2789165.0,semi-continental
6178,6179,Peanut butter,Condiments,Manitoba,4.88,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,1396460,230683.0,cold continental
6179,6180,Peanut butter,Condiments,Saskatchewan,4.86,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,1168901,257981.0,humid continental
6180,6181,Peanut butter,Condiments,Alberta,5.03,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,4450442,1110447.0,prairie-steppe
6181,6182,Peanut butter,Condiments,British Columbia,5.24,10,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.0,5267184,1034003.0,western maritime
6182,6183,Peanut butter,Condiments,Canada,5.19,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,38451454,7325247.0,continental
6183,6184,Peanut butter,Condiments,Newfoundland and Labrador,5.05,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,528335,111170.0,humid continental
6184,6185,Peanut butter,Condiments,Prince Edward Island,4.94,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,163775,24992.0,humid continental
6185,6186,Peanut butter,Condiments,Nova Scotia,4.97,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,1006805,147051.0,eastern-maritime
6186,6187,Peanut butter,Condiments,New Brunswick,5.04,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,795755,119384.0,semi-continental
6187,6188,Peanut butter,Condiments,Quebec,5.36,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,8603553,1459145.0,semi-continental
6188,6189,Peanut butter,Condiments,Ontario,5.06,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,14942272,2789165.0,semi-continental
6189,6190,Peanut butter,Condiments,Manitoba,5.11,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,1396460,230683.0,cold continental
6190,6191,Peanut butter,Condiments,Saskatchewan,5.06,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,1168901,257981.0,humid continental
6191,6192,Peanut butter,Condiments,Alberta,5.19,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,4450442,1110447.0,prairie-steppe
6192,6193,Peanut butter,Condiments,British Columbia,5.59,11,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.1,5267184,1034003.0,western maritime
6193,6194,Peanut butter,Condiments,Canada,4.79,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,38451454,7325247.0,continental
6194,6195,Peanut butter,Condiments,Newfoundland and Labrador,4.9,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,528335,111170.0,humid continental
6195,6196,Peanut butter,Condiments,Prince Edward Island,4.77,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,163775,24992.0,humid continental
6196,6197,Peanut butter,Condiments,Nova Scotia,4.73,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,1006805,147051.0,eastern-maritime
6197,6198,Peanut butter,Condiments,New Brunswick,4.8,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,795755,119384.0,semi-continental
6198,6199,Peanut butter,Condiments,Quebec,4.68,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,8603553,1459145.0,semi-continental
6199,6200,Peanut butter,Condiments,Ontario,4.8,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,14942272,2789165.0,semi-continental
6200,6201,Peanut butter,Condiments,Manitoba,4.68,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,1396460,230683.0,cold continental
6201,6202,Peanut butter,Condiments,Saskatchewan,4.69,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,1168901,257981.0,humid continental
6202,6203,Peanut butter,Condiments,Alberta,4.85,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,4450442,1110447.0,prairie-steppe
6203,6204,Peanut butter,Condiments,British Columbia,5.16,12,2021,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.2,5267184,1034003.0,western maritime
6204,6205,Peanut butter,Condiments,Canada,4.67,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,38567576,8155666.0,continental
6205,6206,Peanut butter,Condiments,Newfoundland and Labrador,4.84,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,528977,118283.0,humid continental
6206,6207,Peanut butter,Condiments,Prince Edward Island,4.86,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,164195,27196.0,humid continental
6207,6208,Peanut butter,Condiments,Nova Scotia,4.88,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,1010460,156734.0,eastern-maritime
6208,6209,Peanut butter,Condiments,New Brunswick,5.01,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,798656,127780.0,semi-continental
6209,6210,Peanut butter,Condiments,Quebec,4.58,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,8613999,1573003.0,semi-continental
6210,6211,Peanut butter,Condiments,Ontario,4.6,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,14999441,3026831.0,semi-continental
6211,6212,Peanut butter,Condiments,Manitoba,4.54,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,1400663,249750.0,cold continental
6212,6213,Peanut butter,Condiments,Saskatchewan,4.55,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,1171031,333115.0,humid continental
6213,6214,Peanut butter,Condiments,Alberta,4.71,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,4465537,1354364.0,prairie-steppe
6214,6215,Peanut butter,Condiments,British Columbia,5.01,1,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,3.7,5286478,1144130.0,western maritime
6215,6216,Peanut butter,Condiments,Canada,5.2,2,2022,1000.0,1000.0,6000.0,240.0,500.0,0.9,340.0,180.0,20.0,4.1,38567576,8155666.0,continental
